CPU_events_per_sec,CPU_total_events,CPU_latency_min,CPU_latency_avg,CPU_latency_max,CPU_latency_95th,CPU_latency_sum,CPU_thread_fairness_events_avg,CPU_thread_fairness_events_stddev,CPU_thread_fairness_exec_avg,CPU_thread_fairness_exec_stddev,Memory_total_operations,Memory_mib_transferred,Memory_total_events,Memory_latency_min,Memory_latency_avg,Memory_latency_max,Memory_latency_95th,Memory_latency_sum,Memory_thread_fairness_events_avg,Memory_thread_fairness_events_stddev,Memory_thread_fairness_exec_avg,Memory_thread_fairness_exec_stddev,Memory_ops_per_sec
6202.81,372183.6,0.6,0.64,206.3,0.69,239900.95,93045.9,269.4,59.98,0.0,5307967.8,88463.12,5307967.8,0.03,0.05,203.51,0.06,239149.27,1326991.95,4762.14,59.79,0.0,88466.13
