CPU_events_per_sec,CPU_total_events,CPU_latency_min,CPU_latency_avg,CPU_latency_max,CPU_latency_95th,CPU_latency_sum,CPU_thread_fairness_events_avg,CPU_thread_fairness_events_stddev,CPU_thread_fairness_exec_avg,CPU_thread_fairness_exec_stddev,Memory_total_operations,Memory_mib_transferred,Memory_total_events,Memory_latency_min,Memory_latency_avg,Memory_latency_max,Memory_latency_95th,Memory_latency_sum,Memory_thread_fairness_events_avg,Memory_thread_fairness_events_stddev,Memory_thread_fairness_exec_avg,Memory_thread_fairness_exec_stddev,Memory_ops_per_sec
3079.73,184788.2,0.59,0.65,2.94,0.83,119946.47,92394.1,31.1,59.97,0.0,2783126.8,46384.52,2783126.8,0.04,0.04,0.8,0.08,119580.67,1391563.4,669.2,59.79,0.0,46385.45
