CPU_events_per_sec,CPU_total_events,CPU_latency_min,CPU_latency_avg,CPU_latency_max,CPU_latency_95th,CPU_latency_sum,CPU_thread_fairness_events_avg,CPU_thread_fairness_events_stddev,CPU_thread_fairness_exec_avg,CPU_thread_fairness_exec_stddev,Memory_total_operations,Memory_mib_transferred,Memory_total_events,Memory_latency_min,Memory_latency_avg,Memory_latency_max,Memory_latency_95th,Memory_latency_sum,Memory_thread_fairness_events_avg,Memory_thread_fairness_events_stddev,Memory_thread_fairness_exec_avg,Memory_thread_fairness_exec_stddev,Memory_ops_per_sec
3130.31,187877.8,0.61,0.64,10.41,0.66,119950.09,93938.9,22.9,59.98,0.0,2889487.4,48151.32,2889487.4,0.04,0.04,1.79,0.04,119430.63,1444743.7,321.7,59.72,0.0,48150.1
