CPU_events_per_sec,CPU_total_events,CPU_latency_min,CPU_latency_avg,CPU_latency_max,CPU_latency_95th,CPU_latency_sum,CPU_thread_fairness_events_avg,CPU_thread_fairness_events_stddev,CPU_thread_fairness_exec_avg,CPU_thread_fairness_exec_stddev,Memory_total_operations,Memory_mib_transferred,Memory_total_events,Memory_latency_min,Memory_latency_avg,Memory_latency_max,Memory_latency_95th,Memory_latency_sum,Memory_thread_fairness_events_avg,Memory_thread_fairness_events_stddev,Memory_thread_fairness_exec_avg,Memory_thread_fairness_exec_stddev,Memory_ops_per_sec
5760.34,345632.0,0.6,0.69,5.51,0.84,239903.77,86408.0,642.77,59.98,0.0,3971216.2,66185.54,3971216.2,0.04,0.06,0.58,0.09,239343.44,992804.05,626.47,59.84,0.0,66186.94
